"miRNA"	"X07a10aa5.fb68.4d78.b02c.f1456e297f4f.mirbase21.isoforms.quantification.txt"	"X182d6150.e189.4b73.b782.f7d7ccb2fcc8.mirbase21.isoforms.quantification.txt"	"X1fb66ad0.dc12.45de.83fd.709208db8dce.mirbase21.isoforms.quantification.txt"	"X2ab22567.023f.4e2b.80a5.00c7d58f4716.mirbase21.isoforms.quantification.txt"	"X2dfc2f5f.3400.4f0d.be2e.25f646d08958.mirbase21.isoforms.quantification.txt"	"X32100d21.e578.43a9.9e7e.0a59069fd6bf.mirbase21.isoforms.quantification.txt"	"X3829e826.bcd8.44b6.929a.ee890c94d6cd.mirbase21.isoforms.quantification.txt"	"X38d93245.1ccd.40b9.8fcf.5d5cb342b704.mirbase21.isoforms.quantification.txt"	"X40a39e83.23c6.4240.a1a0.ddf221f23103.mirbase21.isoforms.quantification.txt"	"X4348a153.a786.4cb2.8fec.918acf9f9254.mirbase21.isoforms.quantification.txt"	"X44ad6046.e17a.4655.bb58.3c778930e938.mirbase21.isoforms.quantification.txt"	"X4b31b50d.f2ba.4f7e.a49e.0331ea38674a.mirbase21.isoforms.quantification.txt"	"X4d9fe929.fb0d.4a9f.bd42.922fafef34bc.mirbase21.isoforms.quantification.txt"	"X54a07c50.39fc.486b.8098.c7add372def7.mirbase21.isoforms.quantification.txt"	"X64cf1660.e7e0.4eed.811f.4dae145134ce.mirbase21.isoforms.quantification.txt"	"X66b305e4.c0b4.40ba.a384.3f9eca90358c.mirbase21.isoforms.quantification.txt"	"X6ed4a3e1.7ef1.4174.af0f.45228711ac54.mirbase21.isoforms.quantification.txt"	"X768a3bc8.2d00.443b.8ad7.0a1b42ebc5bd.mirbase21.isoforms.quantification.txt"	"X7888df2c.7336.4256.a863.4a38cf4471c3.mirbase21.isoforms.quantification.txt"	"X78b783b1.c2eb.4b94.9765.b4b8bf3776e0.mirbase21.isoforms.quantification.txt"	"X7aaa0428.ac76.4e4d.96ce.18d131d88812.mirbase21.isoforms.quantification.txt"	"X7b27e34c.764e.4463.a7cc.7b451b70bf8e.mirbase21.isoforms.quantification.txt"	"X812d4342.28b2.4af5.b47e.7897475693bc.mirbase21.isoforms.quantification.txt"	"X88ef0233.d4f6.43ee.aa5f.2bb5089072d5.mirbase21.isoforms.quantification.txt"	"X8ca45577.302c.4993.880b.474a9163cf29.mirbase21.isoforms.quantification.txt"	"X8da3699a.be12.462f.b5e6.06d1b57bff4e.mirbase21.isoforms.quantification.txt"	"X91c07e4a.3521.4f9c.a1ad.ba8c677a7c98.mirbase21.isoforms.quantification.txt"	"X96002921.1f7a.4f47.a399.05e7f04b6b37.mirbase21.isoforms.quantification.txt"	"a4d3c98b.b149.456c.93c8.47d70479ee23.mirbase21.isoforms.quantification.txt"	"a745f847.1d36.4fca.ba69.8c33e91f7168.mirbase21.isoforms.quantification.txt"	"b086a8ee.57ae.47a2.8173.71df4f47b02f.mirbase21.isoforms.quantification.txt"	"b9316b2e.455d.4325.9661.94b05c789aa0.mirbase21.isoforms.quantification.txt"	"c0d51bdd.0b43.4c59.8ef1.7ea059883bf2.mirbase21.isoforms.quantification.txt"	"c8ec24f0.e0a0.4cc2.9f60.c27c32094390.mirbase21.isoforms.quantification.txt"	"ca17208e.35a3.4156.bca7.9e134d872bb8.mirbase21.isoforms.quantification.txt"	"caad916f.d439.4849.a3a5.e29dcd54cd43.mirbase21.isoforms.quantification.txt"	"cd35dff1.a712.4da6.a4e9.f49c09f4d6ed.mirbase21.isoforms.quantification.txt"	"df69dca7.80f1.40a2.b0f2.bdbf123acee6.mirbase21.isoforms.quantification.txt"	"e3950880.413b.4d62.a32a.779538e2ebc3.mirbase21.isoforms.quantification.txt"	"e3bb32f2.5cdd.4fc3.af9c.72cfe24f234d.mirbase21.isoforms.quantification.txt"	"e41e3b77.c931.4d03.bd39.7297965bfc95.mirbase21.isoforms.quantification.txt"	"e4d4d649.3cbb.450f.ae97.d34b21f43435.mirbase21.isoforms.quantification.txt"	"ea00711d.4423.4509.acd0.f3ec943711c1.mirbase21.isoforms.quantification.txt"	"f2809fd4.3e86.4ee2.ae5a.6a56256b95e7.mirbase21.isoforms.quantification.txt"	"fcc2dd9d.37b4.49fd.9d3b.202406b78b69.mirbase21.isoforms.quantification.txt"
"hsa-miR-1185-5p"	0.178916	0.406652	0	0.205612	0	0	0.574746	0.311706	0.151278	0.14972	0.340199	0.254333	0.156576	0	0.332971	0	0.270192	0.138001	0	0.15515	0	0.20047	0.258727	1.412144	0	0	0.319067	0	0.23144	0.663978	0.314692	0.379825	1.602988	0.230354	0.165984	0.271932	0	0.505633	0	0	0	0.987076	0	0.311409	0
"hsa-miR-1193"	0	0	0	0	0	0	0	0	0	0.14972	0	0.508666	0	0	0	0	0	0.138001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075965	0.291453	0	0	0	0	0	0	0	0	0.246769	0	0	0
"hsa-miR-1197"	0	0	0	0	0	0	0.383164	0	0	0	0	0	0	0	0	0	0	0.138001	0	0	0.205999	0	0.258727	0	0	0	0	0	0	0	0	0.075965	0.145726	0	0	0	0	0.505633	0	0	0	0	0	0	0.251728
"hsa-miR-122-3p"	29.521201	415.191873	0.158362	22.308846	460.36616	0	27.013081	3.220957	0.151278	0	46.267004	3.814994	0.313152	327.511902	83.575683	0.642832	6.754799	0	6.731314	376.858617	10.299965	0.40094	0.258727	26.830738	66.210088	0	6.700398	23.184392	0.694319	19.034025	3.304272	3.646314	0.874357	0.230354	5.809446	0.271932	445.553738	0	342.841543	45.841144	357.615977	366.699081	169.076799	270.303178	0
"hsa-miR-122-5p"	4482.750045	46515.722798	38.956961	2249.492471	35840.119133	9.539724	3582.777759	243.338075	15.430378	2.096081	9345.934291	349.199043	11.899796	31175.938149	7675.976753	35.034403	812.196895	4.140024	904.475935	34029.914104	721.82161	57.735309	34.410655	8413.55489	8773.050191	10.437999	3359.133059	2032.498192	132.383535	3483.890247	451.426564	384.989804	84.812699	68.18487	872.413072	26.377389	40464.708536	20.478131	48952.721181	5187.416607	53794.331605	30795.813507	19106.071312	39627.442498	4.279372
"hsa-miR-1224-3p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165984	0	0	0	0	0	0	0	0	0	0.251728
"hsa-miR-1224-5p"	0	0	0	1.953309	0	0.381588	1.724239	0.103902	0.302556	5.090483	1.020597	0	2.50522	0	1.331884	0.642833	0.270192	0.138001	0.531419	0.15515	0	0	0.258727	9.178936	0	0	7.338532	0	0.23144	0.221326	0.157346	0.45579	0.291452	0.691062	5.975431	5.438638	0	2.02253	0	0	0.290509	0	0	0	14.851937
"hsa-miR-1225-3p"	0	0.203326	0	0	0	0	0	0	0.151278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272864	0	0	0	0	0
"hsa-miR-1225-5p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-1226-3p"	0.357833	0.203326	0.158362	0.308417	0.306911	0.254393	0.383164	0.623411	0.453834	0.29944	1.020596	0.254333	0.313153	0.177513	0	0.964249	0.540384	0.414003	0.53142	0	0	0.40094	0.258727	0.706072	0.213581	0.802923	0.9572	1.756394	1.620078	0.663978	0.314693	0.075965	0.437179	0.230354	0.165984	0.271932	0.4014	0.252816	0	0.818592	0	0.246769	0.786404	1.245636	1.510367
"hsa-miR-1226-5p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-1227-3p"	0	0.203326	0	0	0	0	0	0	0	0	0	0.254333	0	0	0	0	0	0	0.17714	0	0	0	0	0	0	0	0	0	0.23144	0	0	0	0.145726	0	0	0.271932	0	0	0	0	0	0	0	0	0.503455
"hsa-miR-1228-3p"	0.894582	0.609978	0	0.205611	0.613822	0	0.574746	0.311706	0.151278	0.7486	0.680397	0.762999	0.626305	0.887565	0.998913	0.321416	0	0	0.17714	0.930898	1.029997	0	0.258727	0.706072	0.427162	0	0	0.702558	0.694319	0	0.472039	0.15193	0.291453	0	0.663936	0.271932	0.8028	0.252816	3.761584	0.545728	0.581018	0.987077	0.786404	2.179864	0.503456
"hsa-miR-1228-5p"	0.178916	1.829935	0.158362	0.308417	0.613822	0.127196	0.191582	0.311705	0.453834	0.59888	2.041192	1.017332	0.156576	0.887566	0.332971	0.160708	0.540384	0.138001	0.885699	1.086048	0.205999	0	0	0	0.213581	1.605845	0	0.702558	1.388638	0.442652	0.314693	0.15193	0.291453	0.230354	0.165984	0.271932	1.605599	0.252816	1.612107	0.272864	0.581017	1.974154	0	1.557046	0.503456
"hsa-miR-1229-3p"	0.715665	0	0.316723	0.308417	0	0.127196	0.383164	0.311706	0.302556	0	0	0	0.469729	0.355026	0	0.160708	0.270192	0.414003	0.70856	0.15515	0.205999	0.60141	0.517454	0	0.213581	0	0	0.702558	0.925758	0.663978	0.157346	0.15193	0.145726	0.691063	0.663937	0	0.2007	0.252816	0.537369	0.272864	0.871527	0.493538	2.359212	0	1.258639
"hsa-miR-1229-5p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138001	0	0	0.205999	0	0	0	0	0	0.319067	0	0.23144	0	0	0	0	0	0	0	0	0.252816	0	0	0	0	0	0	0
"hsa-miR-1234-3p"	0	0.203326	0	0	0	0	0	0	0	0	0	0.254333	0	0	0	0	0	0	0.17714	0.15515	0	0	0	0	0	0	0	0	0.23144	0	0.157346	0	0	0	0.165984	0	0	0	0	0	0	0	0	0	0
"hsa-miR-1236-3p"	0	0	0	0	0	0	0.191582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-1237-3p"	0	0	0	0	0	0	0	0.103902	0	0	0	0	0.156576	0	0	0.160708	0	0	0.17714	0	0	0	0	0	0	0	0	0	0	0	0	0.075965	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-1238-3p"	0	0	0	0	0	0	0.191582	0	0	0	0	0	0	0.177513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.230354	0	0	0.2007	0	0	0	0	0	0	0	0.251728
"hsa-miR-124-3p"	0	0	0	0	0	0	0	0	0	0.14972	0	0	0	0	0.332971	0	0	0	0	0.15515	0	0	0	0	0	0.802922	0	0	0	0	0	0	0	0	0	0.543864	0	0	0	0	0	0	1.96601	0	0
"hsa-miR-1243"	0	0	0	0	0	0.127196	0	0	0	0	0.340199	0.254333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.802923	0	0	0	0	0	0	0	0	0	0	0	0.252816	0	0	0	0	0	0	0
"hsa-miR-1245a"	0	0	0	0.102806	0	0.127196	0	0.103902	0.151278	0	0	0.254333	0	0	0	0	0	0	0.17714	0	0	0	0	0	0	0	0	0	0.23144	0	0	0.075965	0	0	0	0	0	0.252816	0	0	0	0	0	0	0
"hsa-miR-1245b-3p"	0	0	0	0.102806	0	0	0	0	0	0	0	0	0.313153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-1245b-5p"	0	0	0	0	0	0	0	0.103902	0.151278	0	0	0	0	0	0	0.160708	0.270192	0	0	0	0	0	0.258727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272864	0	0	0	0	0
"hsa-miR-1246"	0	0	0	0	0	0	0.191582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-1247-3p"	6.977739	12.606217	32.147411	2.158921	31.304898	27.601603	359.024945	0.935117	26.171131	23.356331	4.76278	19.329299	2.974949	8.165608	25.971726	6.589039	13.239404	38.364218	7.971293	3.568443	3.089989	1.603759	1.811087	1.412144	6.407428	27.700841	4.147866	102.924644	108.313802	2.213259	20.45502	5.849295	1.16581	0.230354	7.469289	0.815796	1.605599	0	8.060538	14.188926	1.162035	6.169231	13.762066	0.622818	2.013822
"hsa-miR-1247-5p"	3.578326	11.792913	18.845034	1.336475	18.107736	14.118793	124.528396	2.701448	9.379249	18.86473	5.102979	29.248281	1.25261	8.343121	13.651805	8.035414	10.537485	35.880203	5.491335	3.102994	3.08999	3.007048	2.845994	4.942504	5.125943	25.292072	1.595333	171.775256	112.248276	4.647843	27.535605	10.331219	3.934609	0.230354	5.477479	3.263182	1.605599	0.758449	1.612108	8.458783	2.324068	8.143384	12.582459	0.311409	1.510367
"hsa-miR-1248"	0	0	0.158362	0.205612	0.613822	0.127196	0	0.311706	0.151278	0.14972	0.340199	0.254333	0	0.355026	0.665942	0	0	0.276002	0	0.15515	0	0	0	0	0.213581	2.007306	0	0.351279	0	0.221326	0.472038	0.075965	0	0	0	0	0	0.758448	0.537369	0	0	0.246769	0	0.311409	0.251728
"hsa-miR-1249"	0.894581	1.423282	1.266893	2.570144	0.613822	0.635981	0.95791	1.246822	0.907669	2.694961	2.38139	2.543329	2.50522	1.420105	0.998913	0.803541	0.810576	0.138001	2.657096	0.930898	2.265993	1.002349	0.77618	1.412144	0.640743	4.817536	1.276267	1.405115	1.157198	1.10663	0.472039	0.227895	1.748715	0.230354	0.995905	2.99125	5.418897	3.033797	1.074738	1.091456	2.324069	1.974153	0.786404	0.311409	1.258638
"hsa-miR-1250-5p"	0.178916	0	0	0	0	0	0.191582	0.311706	0.151278	0	0	0	1.25261	0	0	0.321417	0	0.414002	0	0	0	0	0	0	0	0	0.638133	0	0	1.106629	0.944078	0.15193	0.145726	0.460708	0	0.543864	0	0	0	0	0	0	0	0	0
"hsa-miR-1251-3p"	0	0	0	0	0	0	0	0	0	0	0	0	0.313152	0	0	0	0	0	0	0	0.205999	0	0	0	0	0	0	0	0	0	0	0	0	0.230354	0	0	0	0.252816	0	0	0	0	0	0	0
"hsa-miR-1251-5p"	0	0.406652	0	3.289784	0	0	0	0.103902	0	0.44916	0	1.271665	7.672238	0	0.332971	0.321417	1.621152	0	0	0.310299	1.029996	0	0	0	0	0	0	0.702558	0	0	0.157346	0	0	26.951451	0	0	0	0	0.537369	0	0.290509	0	0	0	0.251728
"hsa-miR-1254"	0.536748	0	0.158362	0.102806	0	0.254392	0	0.207804	0.75639	0	0.340199	0.254333	0.313152	0	0	0.642833	0	0.138001	0.35428	0.620599	0	0.20047	0.517454	7.06072	0.213581	0.802922	0.638134	1.053837	0	1.327956	0.157346	0.15193	0.145726	0.230354	0.331968	0	0	0.252816	0.537369	0.272864	0	0.246769	0.393202	0	1.258638
"hsa-miR-1255a"	0	0	0	0	0	0	0	0.103902	0	0	0	0	0	0	0	0	0	0	0	0.15515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2007	0.252816	0	0	0	0	0	0	0
"hsa-miR-1256"	0	0	0	0.102806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15193	0	0.230354	0	0	0	0	0	0	0	0	0.393202	0.622818	0
"hsa-miR-1258"	0.357832	14.232824	0	0	16.266274	0.508785	0.383164	0	0.151278	0.44916	3.061787	0.254333	0	8.698147	0.998913	0	0.270192	0	0.17714	7.292037	0	0	0	2.118216	1.281486	2.408766	0.957201	0	1.388638	0	0	0.379825	0	0	0	0	18.062991	0	9.135274	0.545728	14.23492	3.948307	0.393202	10.276503	0
"hsa-miR-125a-3p"	6.977739	2.643238	2.533787	4.729064	0.920733	5.596638	3.831643	3.117055	6.202406	3.443562	5.102979	6.103989	12.369525	1.775132	1.664855	2.249916	2.161536	4.140024	3.188517	0.46545	8.033973	3.407987	2.587267	1.412144	3.844458	3.211692	6.381332	6.674295	3.703036	3.319888	1.573463	1.899121	2.7688	3.916023	11.950862	6.254432	1.2042	5.814778	2.149477	3.274368	0.290509	0.740307	0.393202	0.622818	7.551832
"hsa-miR-125a-5p"	936.98511	712.657943	931.958186	1011.402906	662.927266	504.969433	765.753848	821.655635	1001.4618	727.489848	895.402557	559.532333	895.772817	489.758995	396.235299	1056.496191	1088.603224	952.343365	614.675185	487.014901	1083.556414	1320.093772	725.987185	324.793156	969.870993	941.828633	1260.313031	501.977173	561.935706	720.41565	425.779115	589.866976	454.22883	1786.167177	1625.649474	1460.545954	493.922406	1408.440378	477.721209	828.142096	390.152925	521.916934	268.950069	391.441354	820.128956
"hsa-miR-125b-1-3p"	0.894581	0.609978	0.475086	0.616835	0.920733	0.635981	0.574746	0.831216	1.361503	0.89832	0.680397	2.034664	0.469729	0.177513	4.994563	0	0.810576	0.276002	0.35428	0.3103	1.029996	0.80188	0.776181	1.412144	0	2.408769	0	1.053836	0.694319	0.442652	0	0.531754	0.437179	0	0.497952	1.631592	0.6021	0.252816	0.537369	1.36432	0.290509	2.220922	0.393202	0	0
"hsa-miR-125b-2-3p"	28.447704	37.818652	9.818422	1.953309	49.719546	7.25019	6.705374	8.312146	11.194588	8.234603	10.886355	14.242642	18.945728	46.153438	13.318834	5.785499	7.835566	2.760017	8.679852	56.62964	6.797977	3.608457	3.880901	9.178937	10.251885	17.26284	6.700399	3.864067	6.943193	4.205192	14.633206	5.545434	5.829052	5.298147	5.477478	8.70182	49.57287	10.112657	44.064272	13.916063	49.386448	42.444306	14.54847	46.711378	1.258639
"hsa-miR-125b-5p"	958.097245	1527.995562	910.421008	200.779618	1950.417953	607.616872	326.455982	717.026496	697.997697	1088.914109	496.68987	1272.936057	635.856211	1325.846297	1159.404462	344.719248	794.094039	283.7296	529.825209	1384.245607	815.7573	433.014812	538.41031	418.700743	614.685911	1194.347899	535.074673	326.337855	471.905645	189.012278	284.324785	301.656376	261.870134	329.867343	766.68112	863.383616	1803.890527	347.369785	1203.169619	1294.466594	1230.594035	1454.457871	326.750742	1043.843608	121.836222
"hsa-miR-126-3p"	3655.26176	7800.198769	1775.392219	962.364565	8955.963217	898.006095	2567.96712	2076.166273	4769.499646	1112.569885	3499.622381	2914.654789	1624.322181	5156.936781	4869.032581	1476.2662	5910.448134	1744.053824	3452.986561	5434.738763	2919.010336	3329.60326	1163.7528	3897.517874	5874.756999	10737.087293	3593.647004	2589.977389	2476.868176	1949.659435	2078.230065	819.052893	1131.856057	7438.831144	2180.700716	3135.10227	4782.477457	1704.994059	5604.223291	4374.554891	4343.10217	8903.434014	4238.32279	5244.442201	3789.509298
"hsa-miR-126-5p"	316.32417	413.971918	147.434676	73.711717	447.168995	131.01222	152.882554	270.040846	272.149512	96.719168	154.450137	212.113621	114.144098	415.91349	285.023037	97.067796	384.753288	127.374719	212.567788	405.716459	172.215429	227.733717	86.414726	311.377786	278.723111	699.345897	188.249288	175.288041	154.601751	132.574187	141.296986	117.061818	81.460992	357.740215	115.359034	188.992634	260.508445	141.830022	338.542591	244.758967	228.920703	419.507699	300.406218	252.864265	231.337787
"hsa-miR-1260b"	0	0	0	0	0	0	0	0.103902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252816	0	0.272864	0	0	0	0	0
"hsa-miR-1262"	0.357832	0.406652	0.316724	0.719641	0.920733	1.144766	0.383164	0.103902	0.605112	0.7486	0.340199	1.271665	0.313152	0	0.332971	0.642832	0.810576	0.552004	0.35428	0.3103	0.411998	1.20282	1.034908	0.706072	0	0.802922	1.276268	0.702558	0	0.663978	1.101424	0.835615	0.291452	0.921417	0.497952	0	0.4014	0.758449	0	0.272864	0.581018	1.480614	0.786404	0.622818	0
"hsa-miR-1266-3p"	0	0	0	0.205611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.319067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-1266-5p"	4.830742	1.01663	1.425255	5.243093	0.306911	2.671122	1.149493	4.363877	2.269173	4.491602	2.041191	4.32366	2.661797	0	1.997826	11.08887	6.754797	6.348037	7.617012	1.396347	2.677992	1.403289	1.811087	18.357874	5.766686	2.007306	8.295732	19.671604	9.48903	9.959664	6.136506	2.05105	4.954693	4.146377	3.319684	3.263182	1.4049	1.264082	0.537369	1.637184	0.871526	1.233846	15.728075	4.671137	5.789738
"hsa-miR-1267"	0.178916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270192	0.138001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-1269a"	0	2.643239	20.587013	0.205611	19.64229	0.763178	0.191582	0	2.874285	0.14972	1.020596	4.577991	343.215174	4.260317	382.916467	2088.564723	0.540384	0	2.479958	41.890419	0	0	0	0	0.213581	3.211691	0.638134	86.063267	0.23144	1.549282	1.416117	0	1.020084	0	0.829921	0.815796	8.228696	2.275347	2.149476	0	0	12.091692	1.96601	83.146254	5.286283
"hsa-miR-1269b"	0	0	0	0	0	0.127196	0	0.103902	0	0	0.340199	0	0	0	0	0.160708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.460708	0	0	0	0	0	0	8.715256	0	0	0	0
"hsa-miR-127-3p"	892.792764	535.560919	453.547707	226.275441	310.900611	589.682189	2699.584054	605.02033	391.508027	636.759482	453.824855	1531.846929	262.265246	526.32672	865.058242	862.199886	118.073868	1353.787626	307.869012	453.968016	786.299397	194.054787	123.412648	350.917823	222.764908	261.752884	518.164142	534.294809	153.444552	818.020352	140.195562	1467.412795	3615.323409	247.400508	350.890646	138.141379	276.564436	1953.512619	408.400586	279.958416	293.704101	614.702164	348.376844	315.76892	385.143433
"hsa-miR-127-5p"	231.517802	327.558329	217.430518	69.188264	160.207423	102.901831	529.916222	179.957963	256.416578	259.16545	283.725583	345.129717	70.772472	208.755555	477.480184	477.946406	167.78918	576.429247	140.471879	105.346645	268.005113	156.56693	69.856217	176.518018	222.337746	101.168292	271.844734	194.608366	101.139169	218.22729	45.787777	193.862273	740.143802	135.448323	135.111155	72.061941	108.377937	355.459909	265.997748	93.046608	152.516968	280.083082	140.373063	204.28443	121.584495
"hsa-miR-1270"	0.536749	1.829935	1.108532	0.102806	0.920733	0.635981	0.191582	0.207804	0.453834	0.89832	0.680398	3.051995	1.409187	0.532539	2.663767	23.945531	2.972111	0	2.657098	0.46545	0.205999	0.60141	0.258727	0	0	0.401461	0.638134	0	3.008716	15.935462	0	0.759649	0.437179	3.224961	1.991811	3.535114	0.2007	0.505632	0	3.274368	0.581017	0	1.179606	0.622818	4.782826
"hsa-miR-1271-5p"	1.610248	4.879826	2.217064	2.467338	1.227643	0.890374	1.149493	2.181939	1.058947	1.64692	3.401986	3.306327	1.722338	2.840211	3.66268	2.732042	3.782687	0.966006	0.17714	1.861797	4.325986	2.405638	1.552361	0.706072	2.13581	6.021921	1.595333	0.702557	4.628796	0.663978	0.944077	0.759648	1.602989	2.303543	1.991811	5.166705	2.609098	1.769715	0.537369	3.547232	1.743052	3.948307	0	0.311409	0.251728
"hsa-miR-1273h-3p"	0	0.203326	0	0	0	0	0	0	0	0	0	0.254333	0	0.177513	0	0	0	0	0	0	0	0	0	0	0.213581	0	0	0	0.23144	0	0	0.227895	0	0	0	0	0.4014	0	0	0.272864	0	0	0	0	0
"hsa-miR-1275"	1.073498	0.813304	0.158362	0	0.306911	0.127196	0	0	0.302556	0	0.340199	0	0.156576	0	0	0.482125	0	0	0	0	0	0.20047	0	0	0.854324	1.204384	0	1.053837	1.388638	0	0	0.15193	0.145726	0	0	0	0.4014	0.505632	1.074738	0.818592	0	0.740308	0	1.245637	0
"hsa-miR-1276"	0.178916	0	0	0.205612	0	0	0	0	0	0	0	0	0.156576	0	0	0	0	0.276002	0	0	0	0.20047	0	0	0	0	0	0	0.23144	0.221326	0	0	0.145726	0.460708	0.165984	0	0	0	0.537369	0	0	0	0	0.311409	0.755183
"hsa-miR-1277-3p"	1.073498	4.269848	0.791809	1.644892	4.910573	0.127196	2.298986	0.519509	0.605113	0.59888	2.38139	0.762999	1.878915	2.130159	4.994562	2.732041	3.782687	1.380008	1.239979	2.016946	2.265992	2.004698	2.069814	1.412144	3.203714	5.218998	4.147866	3.161507	4.165915	4.205191	0.944078	0.607719	1.16581	1.842835	0.995905	2.175455	1.605599	2.275348	4.298953	1.910048	3.486103	1.727384	7.077634	2.491273	3.272461
"hsa-miR-1278"	0	0	0	0.205612	0	0	0	0	0.151278	0	0.340199	0	0	0	0	0	0	0	0	0	0.205999	0	0	0.706072	0.213581	0	0	0.351279	0.23144	0	0	0.227895	0.291452	0	0	0.271932	0	0	0	0	0	0.246769	0	0	0
"hsa-miR-128-1-5p"	1.610247	3.049891	0.475086	1.953308	1.841465	2.162338	0.191582	1.142921	1.66406	1.19776	2.721589	1.525997	3.914406	2.662699	1.331884	3.856999	3.242303	0.828005	5.491335	0.775749	2.677991	1.20282	1.811087	4.236432	1.922229	6.824844	4.147866	2.107673	1.388638	1.106629	0.786732	0.379824	1.165811	2.303542	1.327873	3.535115	1.2042	1.011265	2.686846	1.637184	2.03356	1.480615	3.145615	2.179864	2.013822
"hsa-miR-128-3p"	149.753014	131.755306	43.866172	229.770838	120.002112	45.281895	111.117647	150.24204	81.538959	58.989709	125.193063	154.125724	184.759993	165.619841	130.191599	159.261898	58.631645	29.394166	153.403086	271.667122	93.52369	62.747054	104.266868	122.150469	68.98664	178.248896	133.688901	271.187107	118.265711	225.973695	118.481772	57.125559	125.907508	124.391317	86.975732	143.308084	193.876085	171.409544	197.214494	118.695819	216.428839	165.582157	313.775081	199.924702	175.70596
"hsa-miR-1283"	0	0	0	0	0	0	0	0.207804	0	0	0	0	0	0	0	0	0.270192	0.138001	0	0	0	0.40094	0	0.706072	0	0	0	0	0	0	0	0	0	0.230354	0	0.271932	0	0	0	0	0	0	0	0	0
"hsa-miR-1284"	0	0.406652	0.158362	0.102806	0	0	0.574746	0.311706	0.151278	0.14972	0.340199	0.254333	0.156576	0.177513	0	0.482124	0.270192	0	0.53142	0.465449	0	0	0.258727	0	0.640743	0.401461	0	0.351279	0	0.663978	0	0	0.145726	0.460709	0	0.271932	0.4014	0	0.537369	0	0.581018	0.246769	0.393202	0.622818	0.755183
"hsa-miR-1285-3p"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205999	0	0	0	0	0	0	0	0	0	0.157346	0.075965	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-1286"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17714	0	0	0	0	0	0	0	0.319067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-miR-1287-3p"	2.683746	5.896457	4.592487	8.018848	5.524394	1.399159	1.724239	3.324859	5.597294	3.293841	3.742184	1.525997	2.192067	3.550264	5.327534	10.446037	22.425929	2.898017	4.074216	7.757484	4.531984	3.808926	3.104721	9.178936	7.475332	8.029229	9.571997	5.620459	7.406072	25.009822	4.405697	0.759649	1.602989	2.533897	4.979526	11.69307	3.612599	0.758448	8.597907	6.548735	5.519662	6.909539	1.179606	12.456367	3.020732
